"","participant_num","rowNo","type","stim1","color","key","condition1","condition2","feedback","trialText","stimFormat","ITI","button1","keyboard","random","required","head","responseType","responseOptions","stimSize","string","rarity","color_noncolor","Zipf.SUBTLEX_UK","Length","combined_condition","congruence_condition","1:2","ITI_ms","ITI_f","ITI_fDuration","timestamp","response","RT","correct","responseCode"
"417","4",38,"test","BLUE","stim1: green",3,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","blue","common","color",5.16,4,"common_color","incongruent",1,400,24,16.67,346263,"3",880,1,NA
"418","4",60,"test","MAUVE","stim1: brown",4,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","mauve","rare","color",2.71,5,"rare_color","control",1,400,24,16.67,347271,"4",621,1,NA
"419","4",41,"test","BROWN","stim1: black",1,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","brown","common","color",5.01,5,"common_color","incongruent",2,401,24,16.71,348378,"1",712,1,NA
"420","4",80,"test","APEX","stim1: black",1,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","apex","rare","noncolor",2.96,4,"rare_noncolor","control",NA,400,24,16.67,349350,"1",584,1,NA
"421","4",110,"test","TUSK","stim1: brown",4,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","tusk","rare","noncolor",3,4,"rare_noncolor","control",NA,400,24,16.67,350383,"4",634,1,NA
"422","4",104,"test","SMALL","stim1: black",1,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","small","common","noncolor",5.43,5,"common_noncolor","control",NA,400,24,16.67,352081,"1",1299,1,NA
"423","4",62,"test","MAUVE","stim1: green",3,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","mauve","rare","color",2.71,5,"rare_color","control",1,400,24,16.67,353304,"3",821,1,NA
"424","4",108,"test","TUSK","stim1: black",1,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","tusk","rare","noncolor",3,4,"rare_noncolor","control",NA,400,24,16.67,354580,"1",881,1,NA
"425","4",30,"test","BLACK","stim1: green",3,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","black","common","color",5.26,5,"common_color","incongruent",1,400,24,16.67,355623,"3",657,1,NA
"426","4",61,"test","MAUVE","stim1: brown",4,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","mauve","rare","color",2.71,5,"rare_color","control",2,400,24,16.67,356881,"4",865,1,NA
"427","4",35,"test","BLUE","stim1: blue",2,"critical","congruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","blue","common","color",5.16,4,"common_color","congruent",2,400,24,16.67,358077,"2",811,1,NA
"428","4",32,"test","BLUE","stim1: black",1,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","blue","common","color",5.16,4,"common_color","incongruent",1,400,24,16.67,359291,"1",825,1,NA
"429","5",3,"form",NA,NA,0,NA,NA,NA,NA,NA,0,"NEXT",NA,2,1,"What is your English language READING ability?","radio","Native Speaker;High Proficiency (CEFR C1-C2);Intermediate Proficiency (CEFR B1-B2);Low Proficiency (CEFR A1-A2);No proficiency:exclusive","175%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116950,"Intermediate Proficiency (CEFR B1-B2)",103645,0,3
"430","5",4,"form",NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,3,1,"What is your Standard Mandarin (普通话) language READING ability?","radio","Native Speaker;High Proficiency (CEFR C1-C2);Intermediate Proficiency (CEFR B1-B2);Low Proficiency (CEFR A1-A2);No proficiency:exclusive","175%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116950,"Native Speaker",103645,0,1
"431","5",5,"form",NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,4,NA,"Are you proficient in or learning any other foreign languages? (Please include the name of the language and your proficiency self-assessment.)","box",NA,"175%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116950,NA,103645,0,NA
"432","5",13,"test","IRK","stim1: brown",4,"practice",NA,"correct: Correct! You responded in %RT% ms ; incorrect: Incorrect! The font color was  BROWN. You responded in %RT% ms","Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",6,NA,NA,NA,NA,"175%",NA,NA,NA,NA,NA,NA,NA,NA,400,24,16.67,157510,"4",4392,1,NA
"433","5",14,"test","NYMPH","stim1: brown",4,"practice",NA,"correct: Correct! You responded in %RT% ms ; incorrect: Incorrect! The font color was  BROWN. You responded in %RT% ms","Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",6,NA,NA,NA,NA,"175%",NA,NA,NA,NA,NA,NA,NA,NA,399,24,16.63,160620,"4",1272,1,NA
"434","5",7,"test","BLACK","stim1: black",1,"practice",NA,"correct: Correct! You responded in %RT% ms ; incorrect: Incorrect! The font color was  BLACK. You responded in %RT% ms","Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",6,NA,NA,NA,NA,"175%",NA,NA,NA,NA,NA,NA,NA,NA,400,24,16.67,163436,"1",1454,1,NA
"435","5",9,"test","BLUE","stim1: blue",2,"practice",NA,"correct: Correct! You responded in %RT% ms ; incorrect: Incorrect! The font color was  BLUE. You responded in %RT% ms","Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",6,NA,NA,NA,NA,"175%",NA,NA,NA,NA,NA,NA,NA,NA,400,24,16.67,167960,"2",1462,1,NA
"436","5",11,"test","TUSK","stim1: blue",2,"practice",NA,"correct: Correct! You responded in %RT% ms ; incorrect: Incorrect! The font color was  BLUE. You responded in %RT% ms","Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",6,NA,NA,NA,NA,"175%",NA,NA,NA,NA,NA,NA,NA,NA,400,24,16.67,170863,"2",1483,1,NA
"437","5",12,"test","SEPIA","stim1: green",3,"practice",NA,"correct: Correct! You responded in %RT% ms ; incorrect: Incorrect! The font color was  GREEN. You responded in %RT% ms","Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",6,NA,NA,NA,NA,"175%",NA,NA,NA,NA,NA,NA,NA,NA,400,24,16.67,173836,"3",1554,1,NA
"438","5",8,"test","GREEN","stim1: black",1,"practice",NA,"correct: Correct! You responded in %RT% ms ; incorrect: Incorrect! The font color was  BLACK. You responded in %RT% ms","Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",6,NA,NA,NA,NA,"175%",NA,NA,NA,NA,NA,NA,NA,NA,400,24,16.67,177505,"1",2657,1,NA
"439","5",10,"test","BROWN","stim1: green",3,"practice",NA,"correct: Correct! You responded in %RT% ms ; incorrect: Incorrect! The font color was  GREEN. You responded in %RT% ms","Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",6,NA,NA,NA,NA,"175%",NA,NA,NA,NA,NA,NA,NA,NA,401,24,16.71,183177,"3",3212,1,NA
"440","5",86,"test","BIG","stim1: brown",4,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","big","common","noncolor",5.94,3,"common_noncolor","control",NA,400,24,16.67,191305,"4",2041,1,NA
"441","5",38,"test","BLUE","stim1: green",3,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","blue","common","color",5.16,4,"common_color","incongruent",1,400,24,16.67,193707,"3",2009,1,NA
"442","5",48,"test","GREEN","stim1: black",1,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","green","common","color",5.22,5,"common_color","incongruent",1,400,24,16.67,195598,"1",1500,1,NA
"443","5",71,"test","OCHRE","stim1: green",3,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","ochre","rare","color",2.77,5,"rare_color","control",2,400,24,16.67,198214,"3",2216,1,NA
"444","5",81,"test","APEX","stim1: blue",2,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","apex","rare","noncolor",2.96,4,"rare_noncolor","control",NA,400,24,16.67,200520,"2",1905,1,NA
"445","5",43,"test","BROWN","stim1: blue",2,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","brown","common","color",5.01,5,"common_color","incongruent",2,400,24,16.67,201954,"2",1040,1,NA
"446","5",106,"test","SMALL","stim1: brown",4,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","small","common","noncolor",5.43,5,"common_noncolor","control",NA,400,24,16.67,203700,"4",1352,1,NA
"447","5",76,"test","SEPIA","stim1: brown",4,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","sepia","rare","color",2.38,5,"rare_color","control",1,400,24,16.67,205076,"4",978,1,NA
"448","5",100,"test","SLOW","stim1: black",1,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","slow","common","noncolor",4.81,4,"common_noncolor","control",NA,400,24,16.67,206618,"1",1153,1,NA
"449","5",84,"test","BIG","stim1: black",1,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","big","common","noncolor",5.94,3,"common_noncolor","control",NA,399,24,16.63,207780,"1",766,1,NA
"450","5",92,"test","IRK","stim1: black",1,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","irk","rare","noncolor",1.95,3,"rare_noncolor","control",NA,400,24,16.67,209098,"1",917,1,NA
"451","5",78,"test","SEPIA","stim1: green",3,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","sepia","rare","color",2.38,5,"rare_color","control",1,401,24,16.71,210987,"3",1489,1,NA
"452","5",45,"test","BROWN","stim1: brown",4,"critical","congruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","brown","common","color",5.01,5,"common_color","congruent",2,400,24,16.67,212411,"4",1030,1,NA
"453","5",89,"test","FAST","stim1: blue",2,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","fast","common","noncolor",5.09,4,"common_noncolor","control",NA,399,24,16.63,213945,"2",1148,1,NA
"454","5",68,"test","OCHRE","stim1: brown",4,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","ochre","rare","color",2.77,5,"rare_color","control",1,400,24,16.67,215726,"4",1395,1,NA
"455","5",18,"test","AQUA","stim1: blue",2,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","aqua","rare","color",2.98,4,"rare_color","control",1,400,24,16.67,217602,"2",1487,1,NA
"456","5",97,"test","NYMPH","stim1: blue",2,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","nymph","rare","noncolor",2.72,5,"rare_noncolor","control",NA,400,24,16.67,219249,"2",1251,1,NA
"457","5",34,"test","BLUE","stim1: blue",2,"critical","congruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","blue","common","color",5.16,4,"common_color","congruent",1,400,24,16.67,220438,"2",790,1,NA
"458","5",17,"test","AQUA","stim1: black",1,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","aqua","rare","color",2.98,4,"rare_color","control",2,401,24,16.71,222298,"1",1467,1,NA
"459","5",67,"test","OCHRE","stim1: blue",2,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","ochre","rare","color",2.77,5,"rare_color","control",2,400,24,16.67,223770,"2",1072,1,NA
"460","5",64,"test","OCHRE","stim1: black",1,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","ochre","rare","color",2.77,5,"rare_color","control",1,400,24,16.67,224924,"1",759,1,NA
"461","5",109,"test","TUSK","stim1: blue",2,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","tusk","rare","noncolor",3,4,"rare_noncolor","control",NA,400,24,16.67,225934,"2",619,1,NA
"462","5",87,"test","BIG","stim1: green",3,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","big","common","noncolor",5.94,3,"common_noncolor","control",NA,400,24,16.67,227616,"3",1285,1,NA
"463","5",30,"test","BLACK","stim1: green",3,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","black","common","color",5.26,5,"common_color","incongruent",1,400,24,16.67,229287,"3",1273,1,NA
"464","5",24,"test","BLACK","stim1: black",1,"critical","congruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","black","common","color",5.26,5,"common_color","congruent",1,400,24,16.67,230955,"1",1274,1,NA
"465","5",21,"test","AQUA","stim1: brown",4,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","aqua","rare","color",2.98,4,"rare_color","control",2,400,24,16.67,232580,"4",1232,1,NA
"466","5",28,"test","BLACK","stim1: brown",4,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","black","common","color",5.26,5,"common_color","incongruent",1,400,24,16.67,233723,"4",742,1,NA
"467","5",56,"test","MAUVE","stim1: black",1,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","mauve","rare","color",2.71,5,"rare_color","control",1,400,24,16.67,234958,"1",843,1,NA
"468","5",65,"test","OCHRE","stim1: black",1,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","ochre","rare","color",2.77,5,"rare_color","control",2,400,24,16.67,236104,"1",756,1,NA
"469","5",33,"test","BLUE","stim1: black",1,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","blue","common","color",5.16,4,"common_color","incongruent",2,400,24,16.67,237115,"1",617,1,NA
"470","5",55,"test","GREEN","stim1: green",3,"critical","congruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","green","common","color",5.22,5,"common_color","congruent",2,400,24,16.67,239046,"3",1532,1,NA
"471","5",19,"test","AQUA","stim1: blue",2,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","aqua","rare","color",2.98,4,"rare_color","control",2,400,24,16.67,240568,"2",1120,1,NA
"472","5",75,"test","SEPIA","stim1: blue",2,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","sepia","rare","color",2.38,5,"rare_color","control",2,400,24,16.67,242042,"2",1077,1,NA
"473","5",99,"test","NYMPH","stim1: green",3,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","nymph","rare","noncolor",2.72,5,"rare_noncolor","control",NA,400,24,16.67,244130,"3",1699,1,NA
"474","5",46,"test","BROWN","stim1: green",3,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","brown","common","color",5.01,5,"common_color","incongruent",1,400,24,16.67,249408,"3",4877,1,NA
"475","5",111,"test","TUSK","stim1: green",3,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","tusk","rare","noncolor",3,4,"rare_noncolor","control",NA,400,24,16.67,251777,"3",1979,1,NA
"476","5",62,"test","MAUVE","stim1: green",3,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","mauve","rare","color",2.71,5,"rare_color","control",1,400,24,16.67,253731,"3",1566,1,NA
"477","5",83,"test","APEX","stim1: green",3,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","apex","rare","noncolor",2.96,4,"rare_noncolor","control",NA,400,24,16.67,255101,"3",970,1,NA
"478","5",91,"test","FAST","stim1: green",3,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","fast","common","noncolor",5.09,4,"common_noncolor","control",NA,400,24,16.67,256236,"3",739,1,NA
"479","5",104,"test","SMALL","stim1: black",1,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","small","common","noncolor",5.43,5,"common_noncolor","control",NA,400,24,16.67,257530,"1",899,1,NA
"480","5",25,"test","BLACK","stim1: black",1,"critical","congruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","black","common","color",5.26,5,"common_color","congruent",2,399,24,16.63,258652,"1",722,1,NA
"481","5",59,"test","MAUVE","stim1: blue",2,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","mauve","rare","color",2.71,5,"rare_color","control",2,400,24,16.67,260409,"2",1361,1,NA
